/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_18_604.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_18_604.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_18_604.jpg,0,0,0,5.697095E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_18_688.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_18_688.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_18_688.jpg,0,0,0,6.627776E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_18_779.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_18_779.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_18_779.jpg,0,0,0,9.916203E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_18_862.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_18_862.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_18_862.jpg,0,0,0,1.834105E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_18_948.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_18_948.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_18_948.jpg,0,0,0,1.248769E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_036.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_036.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_036.jpg,0,0,0,2.076774E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_125.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_125.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_125.jpg,0,0,0,1.31361E-05
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_207.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_207.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_207.jpg,0,0,0,3.169762E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_292.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_292.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_292.jpg,0,0,0,8.636245E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_376.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_376.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_376.jpg,0,0,0,1.648333E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_459.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_459.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_459.jpg,0,0,0,2.64115E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_536.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_536.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_536.jpg,0,0,0,3.836319E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_629.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_629.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_629.jpg,0,0,0,2.306779E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_712.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_712.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_712.jpg,0,0,0,6.029346E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/center_2019_05_15_23_02_19_796.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/left_2019_05_15_23_02_19_796.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_collection/IMG/right_2019_05_15_23_02_19_796.jpg,0,0,0,1.286092E-06
